"Name","Novels","Comics","TVshow","Mean"
"Aegon I Targaryen",0.266990291262136,0.00490196078431373,NA,0.135946126023225
"Hodor",0.135922330097087,0.137254901960784,0.131121642969984,0.134766291675952
"Melisandre",0.199029126213592,0.0441176470588235,0.153238546603476,0.13212843995863
"Jhogo",0.116504854368932,0.147058823529412,NA,0.131781838949172
"Gyles Rosby",0.131067961165049,NA,NA,0.131067961165049
"Mace Tyrell",0.271844660194175,0.00980392156862745,0.0995260663507109,0.127058216037838
"Moon Boy",0.12621359223301,NA,NA,0.12621359223301
"Ilyn Payne",0.266990291262136,0.0833333333333333,0.018957345971564,0.123093656855678
"Baelor Targaryen (son of Daeron II)",0.121359223300971,NA,NA,0.121359223300971
"Drogo",0.16504854368932,0.161764705882353,0.0347551342812006,0.120522794617625
"Beric Dondarrion",0.203883495145631,0.0147058823529412,0.134281200631912,0.117623526043495
"Grenn",0.135922330097087,0.112745098039216,0.102685624012638,0.117117684049647
"Lysa Arryn",0.281553398058252,0.053921568627451,0.0157977883096366,0.11709091833178
"Qyburn",0.0970873786407767,NA,0.135860979462875,0.116474179051826
"Viserys Targaryen",0.233009708737864,0.0931372549019608,0.018957345971564,0.115034769870463
"Boros Blount",0.174757281553398,0.053921568627451,NA,0.114339425090425
"Yoren",0.140776699029126,0.176470588235294,0.0252764612954186,0.11417458285328
"Shae",0.169902912621359,0.0784313725490196,0.0932069510268562,0.113847078732412
"Eddison Tollett",0.135922330097087,0.0147058823529412,0.18957345971564,0.113400557388556
"Rhaenys Targaryen (daughter of Rhaegar)",0.111650485436893,NA,NA,0.111650485436893
"Edmure Tully",0.233009708737864,0.0441176470588235,0.0473933649289099,0.108173573575199
"Jory Cassel",0.160194174757282,0.132352941176471,0.028436018957346,0.106994378297033
"Clydas",0.106796116504854,NA,NA,0.106796116504854
"Val",0.106796116504854,NA,NA,0.106796116504854
"Rhaegal",NA,0.0735294117647059,0.132701421800948,0.103115416782827
"Brynden Tully",0.174757281553398,0.0980392156862745,0.0347551342812006,0.102517210506958
"Brandon Stark",0.160194174757282,0.0441176470588235,NA,0.102155910908053
"Osmund Kettleblack",0.189320388349515,0.0147058823529412,NA,0.102013135351228
"Cotter Pyke",0.101941747572816,NA,NA,0.101941747572816
"Horas Redwyne",0.101941747572816,NA,NA,0.101941747572816
"Lancel Lannister",0.16504854368932,0.0588235294117647,0.0789889415481833,0.100953671549756
"Daario Naharis",0.0776699029126214,NA,0.121642969984202,0.0996564364484118
"Nan",0.276699029126214,0.00980392156862745,0.0110584518167457,0.0991871341705289
"Benjen Stark",0.237864077669903,0.0294117647058824,0.0300157977883096,0.0990972133880316
"Oberyn Martell",0.135922330097087,NA,0.0600315955766193,0.0979769628368533
"Myrcella Baratheon",0.223300970873786,0.0294117647058824,0.0394944707740916,0.0974024021179201
"Balon Swann",0.160194174757282,0.0343137254901961,NA,0.0972539501237388
"Harwin",0.0970873786407767,NA,NA,0.0970873786407767
"Jhiqui",0.140776699029126,0.147058823529412,0.00315955766192733,0.0969983600734884
"Walder Frey",0.228155339805825,0.0147058823529412,0.0394944707740916,0.0941185643109527
"Hot Pie",0.0922330097087379,0.147058823529412,0.0410742496050553,0.093455360947735
"Irri",0.140776699029126,0.107843137254902,0.0300157977883096,0.0928785446907793
"Janos Slynt",0.16504854368932,0.053921568627451,0.0568720379146919,0.0919473834104878
"Jaqen H'ghar",0.0728155339805825,0.137254901960784,0.0584518167456556,0.0895074175623408
"Olenna Redwyne",0.0728155339805825,NA,0.104265402843602,0.0885404684120922
"Alliser Thorne",0.131067961165049,0.053921568627451,0.0805687203791469,0.0885194167238822
"Hoster Tully",0.223300970873786,0.0392156862745098,0.00157977883096367,0.08803214532642
"Walder Frey (son of Merrett)",0.0970873786407767,0.0784313725490196,NA,0.0877593755948982
"Ygritte",0.12621359223301,0.0294117647058824,0.107424960505529,0.0876834391481404
"Kevan Lannister",0.179611650485437,0.0441176470588235,0.037914691943128,0.0872146631624628
"Qhorin Halfhand",0.145631067961165,0.102941176470588,0.0110584518167457,0.0865435654161663
"Yara Greyjoy",NA,NA,0.0853080568720379,0.0853080568720379
"Vargo Hoat",0.150485436893204,0.0196078431372549,NA,0.0850466400152294
"Meera Reed",0.0631067961165049,0.0784313725490196,0.11216429699842,0.0845674885546482
"Viserion",NA,0.053921568627451,0.11216429699842,0.0830429328129356
"Joanna Lannister",0.0825242718446602,NA,NA,0.0825242718446602
"Jon Connington",0.0825242718446602,NA,NA,0.0825242718446602
"Maegor I Targaryen",0.0825242718446602,NA,NA,0.0825242718446602
"Satin",0.0825242718446602,NA,NA,0.0825242718446602
"Pypar",0.121359223300971,0.0833333333333333,0.042654028436019,0.0824488616901077
"Euron Greyjoy",0.0776699029126214,NA,0.0868878357030016,0.0822788693078115
"Doran Martell",0.140776699029126,NA,0.0221169036334913,0.0814468013313088
"Jeyne Poole",0.111650485436893,0.0490196078431373,NA,0.0803350466400152
"Balon Greyjoy",0.213592233009709,0.0147058823529412,0.0126382306477093,0.0803121153367864
"Tanda Stokeworth",0.131067961165049,0.0294117647058824,NA,0.0802398629354655
"Thoros of Myr",0.145631067961165,0.0196078431372549,0.0742496050552923,0.0798295053845707
"Randyll Tarly",0.199029126213592,0.0196078431372549,0.018957345971564,0.0791981051074704
"Walder Frey (son of Jammos)",0.0776699029126214,0.0784313725490196,NA,0.0780506377308205
"Aegon IV Targaryen",0.0776699029126214,NA,NA,0.0776699029126214
"Dalla",0.0776699029126214,NA,NA,0.0776699029126214
"Harren Hoare",0.0776699029126214,NA,NA,0.0776699029126214
"Hosteen Frey",0.0776699029126214,NA,NA,0.0776699029126214
"Jaehaerys I Targaryen",0.0776699029126214,NA,NA,0.0776699029126214
"Osfryd Kettleblack",0.0776699029126214,NA,NA,0.0776699029126214
"Quentyn Martell",0.0776699029126214,NA,NA,0.0776699029126214
"Rhaella Targaryen",0.0776699029126214,NA,NA,0.0776699029126214
"Selwyn Tarth",0.0776699029126214,NA,NA,0.0776699029126214
"Gilly",0.0970873786407767,0.00490196078431373,0.127962085308057,0.0766504749110491
"Osha",0.058252427184466,0.102941176470588,0.0663507109004739,0.0758481048518427
"Qhono",NA,NA,0.0758293838862559,0.0758293838862559
"Donal Noye",0.116504854368932,0.0294117647058824,NA,0.0729583095374072
"Robert Arryn",0.12621359223301,0.0196078431372549,NA,0.0729107176851323
"Dunsen",0.0728155339805825,NA,NA,0.0728155339805825
"Florian the Fool",0.0728155339805825,NA,NA,0.0728155339805825
"Monster",0.0728155339805825,NA,NA,0.0728155339805825
"Taena of Myr",0.0728155339805825,NA,NA,0.0728155339805825
"Yohn Royce",0.0776699029126214,NA,0.0647709320695103,0.0712204174910658
"Olly",NA,NA,0.0710900473933649,0.0710900473933649
"Elia Martell",0.135922330097087,0.00490196078431373,NA,0.0704121454407006
"Jojen Reed",0.0679611650485437,0.0735294117647059,0.0695102685624013,0.070333615125217
"Addam Marbrand",0.135922330097087,NA,0.00157977883096367,0.0687510544640255
"Tysha",0.106796116504854,0.0294117647058824,NA,0.0681039406053684
"Aegon V Targaryen",0.0679611650485437,NA,NA,0.0679611650485437
"Galbart Glover",0.0679611650485437,NA,NA,0.0679611650485437
"Hullen",0.0679611650485437,NA,NA,0.0679611650485437
"Preston Greenfield",0.0679611650485437,NA,NA,0.0679611650485437
"Tom of Sevenstreams",0.0679611650485437,NA,NA,0.0679611650485437
"Tytos Blackwood",0.0679611650485437,NA,NA,0.0679611650485437
"Grey Wind",NA,0.117647058823529,0.0157977883096366,0.066722423566583
"Jacelyn Bywater",0.087378640776699,0.0441176470588235,NA,0.0657481439177613
"Rorge",0.0922330097087379,0.0980392156862745,0.004739336492891,0.0650038539626345
"Talisa Stark",NA,NA,0.0647709320695103,0.0647709320695103
"Brynden Rivers",0.0825242718446602,0.0441176470588235,0.0663507109004739,0.0643308766013192
"Arys Oakheart",0.087378640776699,0.0392156862745098,NA,0.0632971635256044
"Mikken",0.111650485436893,0.0147058823529412,NA,0.0631781838949172
"Dontos Hollard",0.111650485436893,0.0588235294117647,0.018957345971564,0.063143786940074
"Ben Plumm",0.0631067961165049,NA,NA,0.0631067961165049
"Edric Storm",0.0631067961165049,NA,NA,0.0631067961165049
"Harma",0.0631067961165049,NA,NA,0.0631067961165049
"Jeyne Westerling",0.0631067961165049,NA,NA,0.0631067961165049
"Shella Whent",0.0631067961165049,NA,NA,0.0631067961165049
"Weeper",0.0631067961165049,NA,NA,0.0631067961165049
"Doreah",0.058252427184466,0.0980392156862745,0.0315955766192733,0.0626290731633379
"Mordane",0.106796116504854,0.0637254901960784,0.014218009478673,0.0615798720598686
"Ellaria Sand",0.0485436893203883,NA,0.0742496050552923,0.0613966471878403
"Bowen Marsh",0.155339805825243,0.00980392156862745,0.018957345971564,0.0613670244551447
"Halder",0.058252427184466,0.0637254901960784,NA,0.0609889586902722
"Asha Greyjoy",0.0825242718446602,0.0392156862745098,NA,0.060869979059585
"Hobb Three-Finger",0.111650485436893,0.00980392156862745,NA,0.0607272035027603
"Hizdahr zo Loraq",0.0728155339805825,NA,0.0458135860979463,0.0593145600392644
"Illyrio Mopatis",0.145631067961165,0.0245098039215686,0.00631911532385466,0.0588199957355294
"Rafford",0.101941747572816,0.0147058823529412,NA,0.0583238149628784
"Brandon Stark (Builder)",0.058252427184466,NA,NA,0.058252427184466
"Frenken",0.058252427184466,NA,NA,0.058252427184466
"Groleo",0.058252427184466,NA,NA,0.058252427184466
"Orton Merryweather",0.058252427184466,NA,NA,0.058252427184466
"Reznak mo Reznak",0.058252427184466,NA,NA,0.058252427184466
"Ryman Frey",0.058252427184466,NA,NA,0.058252427184466
"Walder Frey (son of Ryman)",0.058252427184466,NA,NA,0.058252427184466
"Willas Tyrell",0.058252427184466,NA,NA,0.058252427184466
"Rakharo",0.111650485436893,0.0392156862745098,0.023696682464455,0.0581876180586193
"Aggo",0.111650485436893,0.0490196078431373,0.0126382306477093,0.0577694413092466
"Night's King",0.0145631067961165,NA,0.0979462875197472,0.0562546971579319
"Shaggydog",NA,0.0931372549019608,0.018957345971564,0.0560473004367624
"Alyn",0.0776699029126214,0.0343137254901961,NA,0.0559918142014087
"Jalabhar Xho",0.0825242718446602,0.0294117647058824,NA,0.0559680182752713
"Cleos Frey",0.087378640776699,0.0245098039215686,NA,0.0559442223491338
"Lyanna Stark",0.12621359223301,0.0294117647058824,0.0110584518167457,0.0555612695852126
"Biter",0.0631067961165049,0.0980392156862745,0.004739336492891,0.0552951160985568
"Jon Umber",0.121359223300971,0.0294117647058824,0.0126382306477093,0.0544697395515208
"Selyse Florent",0.12621359223301,0.00490196078431373,0.0315955766192733,0.0542370432121989
"Mirri Maz Duur",0.058252427184466,0.0931372549019608,0.0110584518167457,0.0541493779677242
"Locke",NA,NA,0.0537124802527646,0.0537124802527646
"Mathis Rowan",0.0922330097087379,0.0147058823529412,NA,0.0534694460308395
"Hobber Redwyne",0.101941747572816,0.00490196078431373,NA,0.0534218541785646
"Arnolf Karstark",0.0533980582524272,NA,NA,0.0533980582524272
"Aurane Waters",0.0533980582524272,NA,NA,0.0533980582524272
"Daeron I Targaryen",0.0533980582524272,NA,NA,0.0533980582524272
"Daven Lannister",0.0533980582524272,NA,NA,0.0533980582524272
"Desmond",0.0533980582524272,NA,NA,0.0533980582524272
"Emmon Frey",0.0533980582524272,NA,NA,0.0533980582524272
"Genna Lannister",0.0533980582524272,NA,NA,0.0533980582524272
"Hareth (Mole's Town)",0.0533980582524272,NA,NA,0.0533980582524272
"Owen the Oaf",0.0533980582524272,NA,NA,0.0533980582524272
"Ronnet Connington",0.0533980582524272,NA,NA,0.0533980582524272
"Skahaz mo Kandaq",0.0533980582524272,NA,NA,0.0533980582524272
"Othell Yarwyck",0.0728155339805825,NA,0.033175355450237,0.0529954447154097
"Lommy Greenhands",0.0485436893203883,0.0980392156862745,0.00947867298578199,0.0520205259974816
"Amory Lorch",0.111650485436893,0.0343137254901961,0.00947867298578199,0.0518142946376238
"Rattleshirt",0.0922330097087379,NA,0.0110584518167457,0.0516457307627418
"Osney Kettleblack",0.0825242718446602,0.0196078431372549,NA,0.0510660574909576
"Dywen",0.087378640776699,0.0147058823529412,NA,0.0510422615648201
"Syrio Forel",0.116504854368932,0.0245098039215686,0.00789889415481832,0.0496378508151063
"Belwas",0.0679611650485437,0.0294117647058824,NA,0.048686464877213
"Wylis Manderly",0.0728155339805825,0.0245098039215686,NA,0.0486626689510756
"Marq Piper",0.087378640776699,0.00980392156862745,NA,0.0485912811726632
"Jason Mallister",0.0922330097087379,0.00490196078431373,NA,0.0485674852465258
"Arianne Martell",0.0485436893203883,NA,NA,0.0485436893203883
"Daeron II Targaryen",0.0485436893203883,NA,NA,0.0485436893203883
"Galazza Galare",0.0485436893203883,NA,NA,0.0485436893203883
"Gerris Drinkwater",0.0485436893203883,NA,NA,0.0485436893203883
"Jocelyn Swyft",0.0485436893203883,NA,NA,0.0485436893203883
"Lewyn Martell",0.0485436893203883,NA,NA,0.0485436893203883
"Lyle Crakehall",0.0485436893203883,NA,NA,0.0485436893203883
"Megga Tyrell",0.0485436893203883,NA,NA,0.0485436893203883
"Stafford Lannister",0.0485436893203883,NA,NA,0.0485436893203883
"Tallad",0.0485436893203883,NA,NA,0.0485436893203883
"Tattered Prince",0.0485436893203883,NA,NA,0.0485436893203883
"Tytos Lannister",0.0485436893203883,NA,NA,0.0485436893203883
"Shireen Baratheon",0.0922330097087379,0.0196078431372549,0.028436018957346,0.0467589572677796
"Cutjack",0.0194174757281553,0.0735294117647059,NA,0.0464734437464306
"Wex Pyke",0.029126213592233,0.0637254901960784,NA,0.0464258518941557
"Shagga",0.0728155339805825,0.0588235294117647,0.00631911532385466,0.0459860595720673
"Mandon Moore",0.0728155339805825,0.053921568627451,0.0110584518167457,0.0459318514749264
"Styr",0.0679611650485437,NA,0.023696682464455,0.0458289237564993
"Rickard Karstark",0.111650485436893,0.00980392156862745,0.0157977883096366,0.0457507317717191
"Marillion",0.0631067961165049,0.0686274509803922,0.004739336492891,0.0454911945299293
"Todder",0.0679611650485437,0.0588235294117647,0.00789889415481832,0.0448945295383756
"Lollys Stokeworth",0.116504854368932,0.0147058823529412,0.00315955766192733,0.0447900981279335
"Patchface",0.0533980582524272,0.0343137254901961,NA,0.0438558918713116
"Garlan Tyrell",0.0776699029126214,0.00980392156862745,NA,0.0437369122406244
"Xaro Xhoan Daxos",0.058252427184466,0.053921568627451,0.018957345971564,0.0437104472611603
"Alannys Harlaw",0.0436893203883495,NA,NA,0.0436893203883495
"Alla Tyrell",0.0436893203883495,NA,NA,0.0436893203883495
"Archibald Yronwood",0.0436893203883495,NA,NA,0.0436893203883495
"Ardrian Celtigar",0.0436893203883495,NA,NA,0.0436893203883495
"Azor Ahai",0.0436893203883495,NA,NA,0.0436893203883495
"Bloodbeard",0.0436893203883495,NA,NA,0.0436893203883495
"Coldhands",0.0436893203883495,NA,NA,0.0436893203883495
"Colemon",0.0436893203883495,NA,NA,0.0436893203883495
"Elinor Tyrell",0.0436893203883495,NA,NA,0.0436893203883495
"Gage",0.0436893203883495,NA,NA,0.0436893203883495
"Haldon",0.0436893203883495,NA,NA,0.0436893203883495
"Jack-Be-Lucky",0.0436893203883495,NA,NA,0.0436893203883495
"Jarl",0.0436893203883495,NA,NA,0.0436893203883495
"Leobald Tallhart",0.0436893203883495,NA,NA,0.0436893203883495
"Lyn Corbray",0.0436893203883495,NA,NA,0.0436893203883495
"Ryam Redwyne",0.0436893203883495,NA,NA,0.0436893203883495
"Ulmer",0.0436893203883495,NA,NA,0.0436893203883495
"Denys Mallister",0.0825242718446602,NA,0.00315955766192733,0.0428419147532938
"Wendel Manderly",0.087378640776699,0.0343137254901961,0.004739336492891,0.0421439009199287
"Stonesnake",0.0242718446601942,0.0588235294117647,NA,0.0415476870359794
"Wyman Manderly",0.116504854368932,0.00490196078431373,0.00315955766192733,0.0415221242717244
"Maege Mormont",0.0679611650485437,0.0147058823529412,NA,0.0413335237007424
"Devan Seaworth",0.0728155339805825,0.00980392156862745,NA,0.041309727774605
"The Tickler",0.0825242718446602,0.0343137254901961,0.00631911532385466,0.041052370886237
"Tomard",0.0776699029126214,NA,0.00157977883096367,0.0396248408717925
"Timett",0.0776699029126214,0.0343137254901961,0.00631911532385466,0.0394342479088907
"Weasel",NA,0.0392156862745098,NA,0.0392156862745098
"Murch",0.00485436893203883,0.0735294117647059,NA,0.0391918903483724
"Weese",0.0339805825242718,0.0441176470588235,NA,0.0390491147915477
"Cressen",0.0485436893203883,0.0637254901960784,0.004739336492891,0.0390028386697859
"Shagwell the Fool",0.0631067961165049,0.0147058823529412,NA,0.038906339234723
"Dareon",0.0728155339805825,0.00490196078431373,NA,0.0388587473824481
"Alerie Hightower",0.0388349514563107,NA,NA,0.0388349514563107
"Dick Follard",0.0388349514563107,NA,NA,0.0388349514563107
"Eddard Karstark",0.0388349514563107,NA,NA,0.0388349514563107
"Emmett",0.0388349514563107,NA,NA,0.0388349514563107
"Emmon Cuy",0.0388349514563107,NA,NA,0.0388349514563107
"Gerion Lannister",0.0388349514563107,NA,NA,0.0388349514563107
"Godry Farring",0.0388349514563107,NA,NA,0.0388349514563107
"Hake",0.0388349514563107,NA,NA,0.0388349514563107
"Jack Bulwer",0.0388349514563107,NA,NA,0.0388349514563107
"Jared Frey",0.0388349514563107,NA,NA,0.0388349514563107
"Josmyn Peckledon",0.0388349514563107,NA,NA,0.0388349514563107
"Leyton Hightower",0.0388349514563107,NA,NA,0.0388349514563107
"Ottyn Wythers",0.0388349514563107,NA,NA,0.0388349514563107
"Penny",0.0388349514563107,NA,NA,0.0388349514563107
"Perwyn Frey",0.0388349514563107,NA,NA,0.0388349514563107
"Pia",0.0388349514563107,NA,NA,0.0388349514563107
"Qarl the Maid",0.0388349514563107,NA,NA,0.0388349514563107
"Rolly Duckfield",0.0388349514563107,NA,NA,0.0388349514563107
"Small Paul",0.0388349514563107,NA,NA,0.0388349514563107
"Sybell Spicer",0.0388349514563107,NA,NA,0.0388349514563107
"Torrhen Stark",0.0388349514563107,NA,NA,0.0388349514563107
"Trystane Martell",0.058252427184466,NA,0.018957345971564,0.038604886578015
"Robett Glover",0.087378640776699,0.00980392156862745,0.0173775671406003,0.0381867098286423
"Rickard Stark",0.101941747572816,0.00980392156862745,0.00157977883096367,0.0377751493241355
"Axell Florent",0.0728155339805825,NA,0.00157977883096367,0.0371976564057731
"Vayon Poole",0.0728155339805825,NA,0.00157977883096367,0.0371976564057731
"Arthur Dayne",0.101941747572816,0.00490196078431373,0.00315955766192733,0.0366677553396855
"Mya Stone",0.029126213592233,0.0441176470588235,NA,0.0366219303255283
"Craster",0.087378640776699,0.00490196078431373,0.0173775671406003,0.0365527229005377
"Chett",0.0485436893203883,0.0245098039215686,NA,0.0365267466209785
"Hallis Mollen",0.0485436893203883,0.0245098039215686,NA,0.0365267466209785
"Robar Royce",0.058252427184466,0.0147058823529412,NA,0.0364791547687036
"Karyl Vance",0.0631067961165049,0.00980392156862745,NA,0.0364553588425661
"Aenys Frey",0.0679611650485437,0.00490196078431373,NA,0.0364315629164287
"Roslin Frey",0.0631067961165049,NA,0.00947867298578199,0.0362927345511434
"Wun Weg Wun Dar Wun",0.029126213592233,NA,0.042654028436019,0.035890121014126
"Lady",NA,0.0637254901960784,0.00631911532385466,0.0350223027599665
"Anguy",0.0485436893203883,NA,0.0205371248025276,0.034540407061458
"Salladhor Saan",0.0825242718446602,0.0147058823529412,0.00631911532385466,0.0345164231738187
"Pylos",0.0388349514563107,0.0294117647058824,NA,0.0341233580810965
"Aron Santagar",0.0485436893203883,0.0196078431372549,NA,0.0340757662288216
"Victarion Greyjoy",0.058252427184466,0.00980392156862745,NA,0.0340281743765467
"Helman Tallhart",0.0631067961165049,0.00490196078431373,NA,0.0340043784504093
"Hother Umber",0.0631067961165049,0.00490196078431373,NA,0.0340043784504093
"Cleon",0.0339805825242718,NA,NA,0.0339805825242718
"Daemon Sand",0.0339805825242718,NA,NA,0.0339805825242718
"Edwyn Frey",0.0339805825242718,NA,NA,0.0339805825242718
"Eroeh",0.0339805825242718,NA,NA,0.0339805825242718
"Gawen Westerling",0.0339805825242718,NA,NA,0.0339805825242718
"Hyle Hunt",0.0339805825242718,NA,NA,0.0339805825242718
"Jaehaerys II Targaryen",0.0339805825242718,NA,NA,0.0339805825242718
"Joramun",0.0339805825242718,NA,NA,0.0339805825242718
"Justin Massey",0.0339805825242718,NA,NA,0.0339805825242718
"Leathers",0.0339805825242718,NA,NA,0.0339805825242718
"Lemore",0.0339805825242718,NA,NA,0.0339805825242718
"Marya Seaworth",0.0339805825242718,NA,NA,0.0339805825242718
"Merrett Frey",0.0339805825242718,NA,NA,0.0339805825242718
"Morrec",0.0339805825242718,NA,NA,0.0339805825242718
"Naerys Targaryen",0.0339805825242718,NA,NA,0.0339805825242718
"Olyvar Frey",0.0339805825242718,NA,NA,0.0339805825242718
"Owen Merryweather",0.0339805825242718,NA,NA,0.0339805825242718
"Porther",0.0339805825242718,NA,NA,0.0339805825242718
"Rodrik Harlaw",0.0339805825242718,NA,NA,0.0339805825242718
"Sigorn",0.0339805825242718,NA,NA,0.0339805825242718
"Sour Alyn",0.0339805825242718,NA,NA,0.0339805825242718
"Timeon",0.0339805825242718,NA,NA,0.0339805825242718
"Tion Frey",0.0339805825242718,NA,NA,0.0339805825242718
"Varamyr",0.0339805825242718,NA,NA,0.0339805825242718
"Wat",0.0339805825242718,NA,NA,0.0339805825242718
"Yurkhaz zo Yunzak",0.0339805825242718,NA,NA,0.0339805825242718
"Zollo",0.0339805825242718,NA,NA,0.0339805825242718
"Black Lorren",0.029126213592233,0.0637254901960784,0.00789889415481832,0.0335835326477099
"Tyene Sand",0.0242718446601942,NA,0.042654028436019,0.0334629365481066
"Lyanna Mormont",0.00970873786407767,NA,0.0568720379146919,0.0332903878893848
"Mully",0.0631067961165049,NA,0.00315955766192733,0.0331331768892161
"Jaremy Rykker",0.0631067961165049,NA,0.00157977883096367,0.0323432874737343
"Quaro",0.029126213592233,0.0343137254901961,NA,0.0317199695412145
"High Sparrow",NA,0.00490196078431373,0.0584518167456556,0.0316768887649847
"Alayaya",0.0388349514563107,0.0245098039215686,NA,0.0316723776889396
"Bryce Caron",0.0485436893203883,0.0147058823529412,NA,0.0316247858366648
"Falyse Stokeworth",0.0485436893203883,0.0147058823529412,NA,0.0316247858366648
"Thoren Smallwood",0.0533980582524272,0.00980392156862745,NA,0.0316009899105273
"Alester Florent",0.058252427184466,0.00490196078431373,NA,0.0315771939843899
"Harys Swyft",0.058252427184466,0.00490196078431373,NA,0.0315771939843899
"Rast",0.029126213592233,0.0147058823529412,0.0505529225908373,0.0314616728453372
"Aeron Greyjoy",0.058252427184466,0.0196078431372549,0.014218009478673,0.0306927599334646
"Orell",0.0388349514563107,0.0245098039215686,0.028436018957346,0.0305935914450751
"Waif",0.0242718446601942,NA,0.0363349131121643,0.0303033788861792
"Polliver",0.0679611650485437,0.00980392156862745,0.0126382306477093,0.0301344390882935
"Walder Rivers",0.0436893203883495,NA,0.0157977883096366,0.0297435543489931
"Woth",0.00485436893203883,0.053921568627451,NA,0.0293879687797449
"Ebben",0.0242718446601942,0.0343137254901961,NA,0.0292927850751951
"Haggo",0.029126213592233,0.0294117647058824,NA,0.0292689891490577
"Beth Cassel",0.0339805825242718,0.0245098039215686,NA,0.0292451932229202
