"Name","Novels","TVshow","Mean"
"Hizdahr zo Loraq",0.0213106020245072,0.0385964912280702,0.0299535466262887
"Jhiqui",0.028236547682472,0.0315789473684211,0.0299077475254465
"Aegon Frey (son of Stevron)",0.0298348428343101,NA,0.0298348428343101
"Aeron Greyjoy",0.0298348428343101,NA,0.0298348428343101
"Boros Blount",0.0298348428343101,NA,0.0298348428343101
"Beric Dondarrion",0.0245071923281833,0.0350877192982456,0.0297974558132144
"Qotho",0.0101225359616409,0.0491228070175439,0.0296226714895924
"Styr",0.013319126265317,0.0456140350877193,0.0294665806765181
"Jared Frey",0.0293020777836974,NA,0.0293020777836974
"Olyvar Frey",0.0293020777836974,NA,0.0293020777836974
"Jaqen H'ghar",0.0127863612147043,0.0456140350877193,0.0292001981512118
"Euron Greyjoy",0.0287693127330847,NA,0.0287693127330847
"Wendel Manderly",0.0186467767714438,0.0385964912280702,0.028621633999757
"Walda Frey (daughter of Merrett)",0.0324986680873735,0.0245614035087719,0.0285300357980727
"Wun Weg Wun Dar Wun",0.014917421417155,0.0421052631578947,0.0285113422875249
"Harys Swyft",0.028236547682472,NA,0.028236547682472
"Raymund Frey",0.028236547682472,NA,0.028236547682472
"Myranda",NA,0.0280701754385965,0.0280701754385965
"Razdal mo Eraz",NA,0.0280701754385965,0.0280701754385965
"Rhaego Targaryen",NA,0.0280701754385965,0.0280701754385965
"Thenn Warg",NA,0.0280701754385965,0.0280701754385965
"Stevron Frey",0.041555673947789,0.0140350877192982,0.0277953808335436
"Arianne Martell",0.0277037826318593,NA,0.0277037826318593
"Robert Arryn",0.0277037826318593,NA,0.0277037826318593
"Mandon Moore",0.0202450719232818,0.0350877192982456,0.0276663956107637
"Hugh of the Vale",0.00213106020245072,0.0526315789473684,0.0273813195749096
"Marillion",0.0159829515183804,0.0385964912280702,0.0272897213732253
"Alyx Frey",0.0271710175812467,NA,0.0271710175812467
"Arys Oakheart",0.0271710175812467,NA,0.0271710175812467
"Black Lorren",0.0191795418220565,0.0350877192982456,0.027133630560151
"Dywen",0.026638252530634,NA,0.026638252530634
"Marq Piper",0.026638252530634,NA,0.026638252530634
"Merianne Frey",0.0213106020245072,0.0315789473684211,0.0264447746964641
"Benfrey Frey",0.0261054874800213,NA,0.0261054874800213
"Emmon Frey",0.0261054874800213,NA,0.0261054874800213
"Tom of Sevenstreams",0.0261054874800213,NA,0.0261054874800213
"Will",0.0026638252530634,0.0491228070175439,0.0258933161353036
"Jon Connington",0.0255727224294086,NA,0.0255727224294086
"Sarra Frey",0.0255727224294086,NA,0.0255727224294086
"Serra Frey",0.0255727224294086,NA,0.0255727224294086
"Shirei Frey",0.0255727224294086,NA,0.0255727224294086
"Mirri Maz Duur",0.00852424080980288,0.0421052631578947,0.0253147519838488
"Thoros of Myr",0.0255727224294086,0.0245614035087719,0.0250670629690903
"Ulmer",0.025039957378796,NA,0.025039957378796
"Craster",0.0213106020245072,0.0280701754385965,0.0246903887315518
"Dothraki Crones",NA,0.0245614035087719,0.0245614035087719
"Kayla",NA,0.0245614035087719,0.0245614035087719
"Loboda",NA,0.0245614035087719,0.0245614035087719
"Morag",NA,0.0245614035087719,0.0245614035087719
"Lothor Brune",0.0245071923281833,NA,0.0245071923281833
"Owen the Oaf",0.0245071923281833,NA,0.0245071923281833
"Taena of Myr",0.0245071923281833,NA,0.0245071923281833
"Wyman Manderly",0.0245071923281833,NA,0.0245071923281833
"Addam Marbrand",0.0346297282898242,0.0140350877192982,0.0243324080045612
"Flement Brax",0.0239744272775706,NA,0.0239744272775706
"Leathers",0.0239744272775706,NA,0.0239744272775706
"Osney Kettleblack",0.0239744272775706,NA,0.0239744272775706
"Ronnet Connington",0.0239744272775706,NA,0.0239744272775706
"Jaremy Rykker",0.0159829515183804,0.0315789473684211,0.0237809494434007
"Illyrio Mopatis",0.0122535961640916,0.0350877192982456,0.0236706577311686
"Mully",0.0261054874800213,0.0210526315789474,0.0235790595294843
"Xaro Xhoan Daxos",0.00852424080980288,0.0385964912280702,0.0235603660189365
"Nymeria Sand",0.0154501864677677,0.0315789473684211,0.0235145669180944
"Randyll Tarly",0.0234416622269579,NA,0.0234416622269579
"Areo Hotah",0.014917421417155,0.0315789473684211,0.023248184392788
"Anguy",0.0218433670751199,0.0245614035087719,0.0232023852919459
"Denys Mallister",0.0181140117208311,0.0280701754385965,0.0230920935797138
"Tyene Sand",0.0143846563665424,0.0315789473684211,0.0229818018674817
"Bedwyck",0.0229088971763452,NA,0.0229088971763452
"Cellador",0.0229088971763452,NA,0.0229088971763452
"Hareth (Mole's Town)",0.0229088971763452,NA,0.0229088971763452
"Clydas",0.0223761321257326,NA,0.0223761321257326
"Donal Noye",0.0223761321257326,NA,0.0223761321257326
"Genna Lannister",0.0223761321257326,NA,0.0223761321257326
"Lem",0.0223761321257326,NA,0.0223761321257326
"Obara Sand",0.0127863612147043,0.0315789473684211,0.0221826542915627
"Trystane Martell",0.0127863612147043,0.0315789473684211,0.0221826542915627
"Aegon Targaryen (son of Rhaegar)",0.0218433670751199,NA,0.0218433670751199
"Jack-Be-Lucky",0.0218433670751199,NA,0.0218433670751199
"Karyl Vance",0.0218433670751199,NA,0.0218433670751199
"Mark Mullendore",0.0218433670751199,NA,0.0218433670751199
"Arwyn Frey",0.0213106020245072,NA,0.0213106020245072
"Cersei Frey",0.0213106020245072,NA,0.0213106020245072
"Devan Seaworth",0.0213106020245072,NA,0.0213106020245072
"Garlan Tyrell",0.0213106020245072,NA,0.0213106020245072
"Lyle Crakehall",0.0213106020245072,NA,0.0213106020245072
"Marissa Frey",0.0213106020245072,NA,0.0213106020245072
"Patchface",0.0213106020245072,NA,0.0213106020245072
"Reznak mo Reznak",0.0213106020245072,NA,0.0213106020245072
"Tyta Frey",0.0213106020245072,NA,0.0213106020245072
"Walda Frey (daughter of Walton)",0.0213106020245072,NA,0.0213106020245072
"Walda Frey 3",0.0213106020245072,NA,0.0213106020245072
"Walda Frey 4",0.0213106020245072,NA,0.0213106020245072
"Whalen Frey",0.0213106020245072,NA,0.0213106020245072
"Farlen",0.0175812466702184,0.0245614035087719,0.0210713250894952
"Black Jack Bulwer",NA,0.0210526315789474,0.0210526315789474
"Dim Dalba",NA,0.0210526315789474,0.0210526315789474
"Greizhen mo Ullhor",NA,0.0210526315789474,0.0210526315789474
"Johnna",NA,0.0210526315789474,0.0210526315789474
"Silk King",NA,0.0210526315789474,0.0210526315789474
"Spice King",NA,0.0210526315789474,0.0210526315789474
"Willa",NA,0.0210526315789474,0.0210526315789474
"Timett",0.0138518913159297,0.0280701754385965,0.0209610333772631
"Dagmer Cleftjaw",0.00319659030367608,0.0385964912280702,0.0208965407658731
"Chett",0.0207778369738945,NA,0.0207778369738945
"Daven Lannister",0.0207778369738945,NA,0.0207778369738945
"Deziel Dalt",0.0207778369738945,NA,0.0207778369738945
"Elinor Tyrell",0.0207778369738945,NA,0.0207778369738945
"Quentyn Martell",0.0207778369738945,NA,0.0207778369738945
"Robar Royce",0.0207778369738945,NA,0.0207778369738945
"Amory Lorch",0.00905700586041556,0.0315789473684211,0.0203179766144183
"Daemon Sand",0.0202450719232818,NA,0.0202450719232818
"Dagos Manwoody",0.0202450719232818,NA,0.0202450719232818
"Kedge Whiteye",0.0202450719232818,NA,0.0202450719232818
"Lythene Frey",0.0202450719232818,NA,0.0202450719232818
"Myria Jordayne",0.0202450719232818,NA,0.0202450719232818
"Rhaegar Targaryen",0.0202450719232818,NA,0.0202450719232818
"Tremond Gargalen",0.0202450719232818,NA,0.0202450719232818
"Qhorin Halfhand",0.0122535961640916,0.0280701754385965,0.0201618858013441
"Donnel Hill",0.0223761321257326,0.0175438596491228,0.0199599958874277
"Aggo",0.0186467767714438,0.0210526315789474,0.0198497041751956
"Rattleshirt",0.014917421417155,0.0245614035087719,0.0197394124629635
"Damon Vypren",0.0197123068726692,NA,0.0197123068726692
"Hobb Three-Finger",0.0197123068726692,NA,0.0197123068726692
"Jhogo",0.0197123068726692,NA,0.0197123068726692
"Lucias Vypren",0.0197123068726692,NA,0.0197123068726692
"Yohn Royce",0.0181140117208311,0.0210526315789474,0.0195833216498892
"Hoster Tully",0.0213106020245072,0.0175438596491228,0.019427230836815
"Rorge",0.0213106020245072,0.0175438596491228,0.019427230836815
"Greenbeard",0.0191795418220565,NA,0.0191795418220565
"Hyle Hunt",0.0191795418220565,NA,0.0191795418220565
"Mariya Darry",0.0191795418220565,NA,0.0191795418220565
"Megga Tyrell",0.0191795418220565,NA,0.0191795418220565
"Preston Greenfield",0.0191795418220565,NA,0.0191795418220565
"Symond Frey",0.0191795418220565,NA,0.0191795418220565
"Wex Pyke",0.0191795418220565,NA,0.0191795418220565
"Willamen Frey",0.0191795418220565,NA,0.0191795418220565
"Garth Greyfeather",0.0186467767714438,NA,0.0186467767714438
"Pyat Pree",0.00479488545551412,0.0315789473684211,0.0181869164119676
"Arron",0.0181140117208311,NA,0.0181140117208311
"Ben Plumm",0.0181140117208311,NA,0.0181140117208311
"Emrick",0.0181140117208311,NA,0.0181140117208311
"Mathis Rowan",0.0181140117208311,NA,0.0181140117208311
"Mikken",0.0181140117208311,NA,0.0181140117208311
"Nestor Royce",0.0181140117208311,NA,0.0181140117208311
"Skahaz mo Kandaq",0.0181140117208311,NA,0.0181140117208311
"Tristifer Botley",0.0181140117208311,NA,0.0181140117208311
"Lommy Greenhands",0.0111880660628663,0.0245614035087719,0.0178747347858191
"Jonos Bracken",0.0143846563665424,0.0210526315789474,0.0177186439727449
"Axell Florent",0.0213106020245072,0.0140350877192982,0.0176728448719027
"Dirk",0.0175812466702184,NA,0.0175812466702184
"Ollo Lophand",0.0175812466702184,NA,0.0175812466702184
"Philip Foote",0.0175812466702184,NA,0.0175812466702184
"Biter",0.0175812466702184,0.0175438596491228,0.0175625531596706
"Armeca",NA,0.0175438596491228,0.0175438596491228
"Catspaw",NA,0.0175438596491228,0.0175438596491228
"Cooper",NA,0.0175438596491228,0.0175438596491228
"Genna",NA,0.0175438596491228,0.0175438596491228
"Lhara",NA,0.0175438596491228,0.0175438596491228
"Mhaegen",NA,0.0175438596491228,0.0175438596491228
"Yara Greyjoy",NA,0.0175438596491228,0.0175438596491228
"Mago",0.00692594565796484,0.0280701754385965,0.0174980605482807
"Jon Arryn",0.0277037826318593,0.00701754385964912,0.0173606632457542
"Mord",0.0101225359616409,0.0245614035087719,0.0173419697352064
"Vardis Egen",0.0101225359616409,0.0245614035087719,0.0173419697352064
"Polliver",0.00639318060735216,0.0280701754385965,0.0172316780229743
"Marei",0.0026638252530634,0.0315789473684211,0.0171213863107422
"Cayn",0.0170484816196058,NA,0.0170484816196058
"Galbart Glover",0.0170484816196058,NA,0.0170484816196058
"Osfryd Kettleblack",0.0170484816196058,NA,0.0170484816196058
"Paxter Redwyne",0.0170484816196058,NA,0.0170484816196058
"Tyrek Lannister",0.0170484816196058,NA,0.0170484816196058
"Bannen",0.0165157165689931,0.0175438596491228,0.0170297881090579
"Brynden Rivers",0.00852424080980288,0.0245614035087719,0.0165428221592874
"Alerie Hightower",0.0165157165689931,NA,0.0165157165689931
"Alla Tyrell",0.0165157165689931,NA,0.0165157165689931
"Archibald Yronwood",0.0165157165689931,NA,0.0165157165689931
"Beth Cassel",0.0165157165689931,NA,0.0165157165689931
"Dareon",0.0165157165689931,NA,0.0165157165689931
"Qarl the Maid",0.0165157165689931,NA,0.0165157165689931
"Stygg",0.0165157165689931,NA,0.0165157165689931
"Todder",0.0154501864677677,0.0175438596491228,0.0164970230584453
"Tycho Nestoris",0.0154501864677677,0.0175438596491228,0.0164970230584453
"Kegs",0.0111880660628663,0.0210526315789474,0.0161203488209068
"Emmett",0.0159829515183804,NA,0.0159829515183804
"Jack Bulwer",0.0159829515183804,NA,0.0159829515183804
"Janna Tyrell",0.0159829515183804,NA,0.0159829515183804
"Lyn Corbray",0.0159829515183804,NA,0.0159829515183804
"Pate (novice)",0.0159829515183804,NA,0.0159829515183804
"Robett Glover",0.0159829515183804,NA,0.0159829515183804
"Tallad",0.0159829515183804,NA,0.0159829515183804
"Tion Frey",0.0159829515183804,NA,0.0159829515183804
"Vargo Hoat",0.0159829515183804,NA,0.0159829515183804
"Walda Rivers",0.0159829515183804,NA,0.0159829515183804
"Joss",0.00692594565796484,0.0245614035087719,0.0157436745833684
"The Tickler",0.00639318060735216,0.0245614035087719,0.015477292058062
"Arnolf Karstark",0.0154501864677677,NA,0.0154501864677677
"Halder",0.0154501864677677,NA,0.0154501864677677
"Jason Mallister",0.0154501864677677,NA,0.0154501864677677
"Meredyth Crane",0.0154501864677677,NA,0.0154501864677677
"Tytos Blackwood",0.0154501864677677,NA,0.0154501864677677
"Shagga",0.00958977091102824,0.0210526315789474,0.0153212012449878
"Anya Waynwood",0.0165157165689931,0.0140350877192982,0.0152754021441457
"Steelshanks Walton",0.0159829515183804,0.0140350877192982,0.0150090196188393
"Prendahl na Ghezn",0.0053276505061268,0.0245614035087719,0.0149445270074494
"Alesander Frey",0.014917421417155,NA,0.014917421417155
"Alyn",0.014917421417155,NA,0.014917421417155
"Alys Karstark",0.014917421417155,NA,0.014917421417155
"Aron Santagar",0.014917421417155,NA,0.014917421417155
"Brown Bernarr",0.014917421417155,NA,0.014917421417155
"Edric Dayne",0.014917421417155,NA,0.014917421417155
"Hallis Mollen",0.014917421417155,NA,0.014917421417155
"Poxy Tym",0.014917421417155,NA,0.014917421417155
"Utt",0.014917421417155,NA,0.014917421417155
"Willas Tyrell",0.014917421417155,NA,0.014917421417155
"Wylis Manderly",0.014917421417155,NA,0.014917421417155
"Torrhen Karstark",0.0122535961640916,0.0175438596491228,0.0148987279066072
"Wine merchant",0.00426212040490144,0.0245614035087719,0.0144117619568367
"Alan of Rosby",0.0143846563665424,NA,0.0143846563665424
"Black Bernarr",0.0143846563665424,NA,0.0143846563665424
"Byam Flint",0.0143846563665424,NA,0.0143846563665424
"Colemon",0.0143846563665424,NA,0.0143846563665424
"Desmond",0.0143846563665424,NA,0.0143846563665424
"Elia Martell",0.0143846563665424,NA,0.0143846563665424
"Fornio",0.0143846563665424,NA,0.0143846563665424
"Frenken",0.0143846563665424,NA,0.0143846563665424
"Gage",0.0143846563665424,NA,0.0143846563665424
"Garth of Greenaway",0.0143846563665424,NA,0.0143846563665424
"Garth of Oldtown",0.0143846563665424,NA,0.0143846563665424
"Gerris Drinkwater",0.0143846563665424,NA,0.0143846563665424
"Justin Massey",0.0143846563665424,NA,0.0143846563665424
"Muttering Bill",0.0143846563665424,NA,0.0143846563665424
"Orphan Oss",0.0143846563665424,NA,0.0143846563665424
"Palla",0.0143846563665424,NA,0.0143846563665424
"Rolley",0.0143846563665424,NA,0.0143846563665424
"Ronnel Harclay",0.0143846563665424,NA,0.0143846563665424
"Ryon Allyrion",0.0143846563665424,NA,0.0143846563665424
"Tanda Stokeworth",0.0143846563665424,NA,0.0143846563665424
"Tattered Prince",0.0143846563665424,NA,0.0143846563665424
"Tim Stone",0.0143846563665424,NA,0.0143846563665424
"Hallyne",0.0111880660628663,0.0175438596491228,0.0143659628559945
"Chella",0.00745871070857752,0.0210526315789474,0.0142556711437624
"Kraznys mo Nakloz",0.00745871070857752,0.0210526315789474,0.0142556711437624
"Cressen",0.0106553010122536,0.0175438596491228,0.0140995803306882
"Nan",0.0106553010122536,0.0175438596491228,0.0140995803306882
"Anara",NA,0.0140350877192982,0.0140350877192982
"Aya",NA,0.0140350877192982,0.0140350877192982
"Brant",NA,0.0140350877192982,0.0140350877192982
"Derek",NA,0.0140350877192982,0.0140350877192982
"Desmond Crakehall",NA,0.0140350877192982,0.0140350877192982
"Eldrick Sarsfield",NA,0.0140350877192982,0.0140350877192982
"Fennesz",NA,0.0140350877192982,0.0140350877192982
"Ghita",NA,0.0140350877192982,0.0140350877192982
"Vance Corbray",NA,0.0140350877192982,0.0140350877192982
"Mero",0.00319659030367608,0.0245614035087719,0.013878996906224
"Alysanne Bulwer",0.0138518913159297,NA,0.0138518913159297
"Arron Qorgyle",0.0138518913159297,NA,0.0138518913159297
"Aurane Waters",0.0138518913159297,NA,0.0138518913159297
"Belwas",0.0138518913159297,NA,0.0138518913159297
"Dickon Manwoody",0.0138518913159297,NA,0.0138518913159297
"Elmar Frey",0.0138518913159297,NA,0.0138518913159297
"Harle the Huntsman",0.0138518913159297,NA,0.0138518913159297
"Harmen Uller",0.0138518913159297,NA,0.0138518913159297
"Helman Tallhart",0.0138518913159297,NA,0.0138518913159297
"Jynessa Blackmont",0.0138518913159297,NA,0.0138518913159297
"Larra Blackmont",0.0138518913159297,NA,0.0138518913159297
"Maege Mormont",0.0138518913159297,NA,0.0138518913159297
"Meris",0.0138518913159297,NA,0.0138518913159297
"Merlon Crakehall",0.0138518913159297,NA,0.0138518913159297
"Mors Manwoody",0.0138518913159297,NA,0.0138518913159297
"Myles",0.0138518913159297,NA,0.0138518913159297
"Myles Manwoody",0.0138518913159297,NA,0.0138518913159297
"Nysterica",0.0138518913159297,NA,0.0138518913159297
"Perros Blackmont",0.0138518913159297,NA,0.0138518913159297
"Richard Horpe",0.0138518913159297,NA,0.0138518913159297
"Ulwyck Uller",0.0138518913159297,NA,0.0138518913159297
"Tomard",0.0202450719232818,0.00701754385964912,0.0136313078914655
"Aemon Rivers",0.013319126265317,NA,0.013319126265317
"Ardrian Celtigar",0.013319126265317,NA,0.013319126265317
"Cotter Pyke",0.013319126265317,NA,0.013319126265317
"Dick Straw",0.013319126265317,NA,0.013319126265317
"Hugh Hungerford",0.013319126265317,NA,0.013319126265317
"Jon Umber (son of Jon)",0.013319126265317,NA,0.013319126265317
"Orson Stone",0.013319126265317,NA,0.013319126265317
"Ronel Rivers",0.013319126265317,NA,0.013319126265317
"Shagwell the Fool",0.013319126265317,NA,0.013319126265317
"Spare Boot",0.013319126265317,NA,0.013319126265317
"Will of the Woods",0.013319126265317,NA,0.013319126265317
"Matthos Seaworth",0.00479488545551412,0.0210526315789474,0.0129237585172307
"Desmond Grell",0.0127863612147043,NA,0.0127863612147043
"Galazza Galare",0.0127863612147043,NA,0.0127863612147043
"Leonette Fossoway",0.0127863612147043,NA,0.0127863612147043
"Lord Estermont",0.0127863612147043,NA,0.0127863612147043
"Patrek of King's Mountain",0.0127863612147043,NA,0.0127863612147043
